Unnamed: 0.1,Unnamed: 0,verdict,statement_originator,statement_x,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link,Toxicity_GPT3_wNV,Fact_assessment_GPT3_wNV,Offensive Assessment,statement_y,Toxicity_GPT4_without_NV,Fact assessment_GPT4_without_NV,statement_z,Toxicity_GPT4_with_NV,Fact assessment_GPT4_with_NV,statement_w_x,Toxicity_GPT3_without_NV_x,Fact assessment_GPT3_without_NV_x,statement_w_y,Toxicity_GPT3_without_NV_y,Fact assessment_GPT3_without_NV_y,Toxicity,Fact assessment,Source Verification,Fact Assessment,Image assessment
247,15439,true,John Cortes,"""Anyone can die of a toothache.""",1/13/2016,meeting,Joshua Gillin,1/26/2016,https://www.politifact.com/factchecks/2016/jan/26/john-cortes/ignoring-toothache-really-could-potentially-kill-y/,1,false,,,,,"""Anyone can die of a toothache.""",1.0,True,"""Anyone can die of a toothache.""",1.0,false,"""Anyone can die of a toothache.""",1.0,false,1,True,,,
248,16792,mostly-true,John Nygren,"""Today, property taxes are lower than they were in 2010.""",1/11/2019,social_media,D.L. Davis,2/8/2019,https://www.politifact.com/factchecks/2019/feb/08/john-nygren/wisconsin-state-rep-john-nygren-hits-pay-dirt-prop/,1,'no verdict',,,,,"""Today, property taxes are lower than they were in 2010.""",1.0,No verdict,"""Today, property taxes are lower than they were in 2010.""",1.0,true,"""Today, property taxes are lower than they were in 2010.""",1.0,true,1,Requires context,,,
249,13086,pants-fire,Instagram posts,A nurse who fainted after receiving the COVID-19 vaccine died from the vaccination.,10/17/2021,social_media,Samantha Putterman,10/20/2021,https://www.politifact.com/factchecks/2021/oct/20/instagram-posts/theres-still-no-evidence-tennessee-nurse-who-faint/,1,False,,,,,A nurse who fainted after receiving the COVID-19 vaccine died from the vaccination.,1.0,false,A nurse who fainted after receiving the COVID-19 vaccine died from the vaccination.,8.0,false,A nurse who fainted after receiving the COVID-19 vaccine died from the vaccination.,8.0,false,1,false,,,
250,20045,false,Facebook posts,"""Pete Buttigieg’s dog and pony show. He gets out of [the] car to ride his bike a few feet, pretending to save energy.""",4/3/2021,social_media,Gabrielle Settles,4/6/2021,https://www.politifact.com/factchecks/2021/apr/06/facebook-posts/no-pete-buttigieg-didnt-fake-bike-ride/,7,'false',,,,,"""Pete Buttigieg’s dog and pony show. He gets out of [the] car to ride his bike a few feet, pretending to save energy.""",3.0,No verdict,"""Pete Buttigieg’s dog and pony show. He gets out of [the] car to ride his bike a few feet, pretending to save energy.""",3.0,false,"""Pete Buttigieg’s dog and pony show. He gets out of [the] car to ride his bike a few feet, pretending to save energy.""",3.0,false,3,True,,,
251,10159,true,Instagram posts,"""The GOP lawyer who helped Kanye West get on the ballot in Wisconsin is actively working for Donald Trump's campaign.""",8/5/2020,social_media,Haley BeMiller,8/6/2020,https://www.politifact.com/factchecks/2020/aug/06/instagram-posts/yes-trump-lawyer-helped-kanye-west-try-get-wiscons/,3,True,,,,,"""The GOP lawyer who helped Kanye West get on the ballot in Wisconsin is actively working for Donald Trump's campaign.""",1.0,No verdict,"""The GOP lawyer who helped Kanye West get on the ballot in Wisconsin is actively working for Donald Trump's campaign.""",2.0,true,"""The GOP lawyer who helped Kanye West get on the ballot in Wisconsin is actively working for Donald Trump's campaign.""",2.0,true,1,True,,,
252,13339,half-true,AFSCME,"Says Republican U.S. Senate candidate Tommy Thompson ""supports massive tax cuts for corporations that outsource Wisconsin jobs.""",9/4/2012,advertisement,Dave Umhoefer,9/26/2012,https://www.politifact.com/factchecks/2012/sep/26/afscme/afscme-says-thompson-backs-big-tax-cuts-companies-/,3,'no verdict',,,,,"Says Republican U.S. Senate candidate Tommy Thompson ""supports massive tax cuts for corporations that outsource Wisconsin jobs.""",,No verdict,"Says Republican U.S. Senate candidate Tommy Thompson ""supports massive tax cuts for corporations that outsource Wisconsin jobs.""",2.0,true,"Says Republican U.S. Senate candidate Tommy Thompson ""supports massive tax cuts for corporations that outsource Wisconsin jobs.""",2.0,true,1,Unverified,,,
253,15038,true,Derek Ryan,Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.,5/22/2013,social_media,Sue Owen,6/4/2013,https://www.politifact.com/factchecks/2013/jun/04/derek-ryan/derek-ryan-says-first-8-chosen-draw-austin-city-co/,2,'true',,,,,Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.,1.0,No verdict,Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.,1.0,True,Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.,1.0,True,1,'true',,,
254,2620,false,Facebook posts,"Quotes Thomas Jefferson as saying that ""freedom is lost gradually from uninterested, uninformed and uninvolved people.""",9/3/2019,social_media,Samantha Putterman,10/4/2019,https://www.politifact.com/factchecks/2019/oct/04/facebook-posts/jefferson-didnt-say-freedom-lost-gradually-uninter/,1,True,,,,,"Quotes Thomas Jefferson as saying that ""freedom is lost gradually from uninterested, uninformed and uninvolved people.""",1.0,False,"Quotes Thomas Jefferson as saying that ""freedom is lost gradually from uninterested, uninformed and uninvolved people.""",1.0,True,"Quotes Thomas Jefferson as saying that ""freedom is lost gradually from uninterested, uninformed and uninvolved people.""",1.0,True,1,False,,,
255,10590,mostly-false,Rick Perry,"""I deployed the Texas National Guard"" to the Texas-Mexico border. ""And the policy worked; apprehensions at the border declined 74 percent.""",6/4/2015,speech,Bradley Saacks,7/26/2015,https://www.politifact.com/factchecks/2015/jul/26/rick-perry/rick-perry-says-74-percent-drop-border-apprehensio/,2,'true',,,,,"""I deployed the Texas National Guard"" to the Texas-Mexico border. ""And the policy worked; apprehensions at the border declined 74 percent.""",1.0,No verdict,"""I deployed the Texas National Guard"" to the Texas-Mexico border. ""And the policy worked; apprehensions at the border declined 74 percent.""",1.0,True,"""I deployed the Texas National Guard"" to the Texas-Mexico border. ""And the policy worked; apprehensions at the border declined 74 percent.""",1.0,True,1,'false',,,
256,1189,half-true,Hillary Clinton,"""The state that has the highest per capita number of … guns that end up committing crimes in New York come from Vermont.""",4/11/2016,other,Louis Jacobson,4/12/2016,https://www.politifact.com/factchecks/2016/apr/12/hillary-clinton/look-hillary-clintons-claim-about-vermonts-gun-pip/,2,False,,,,,"""The state that has the highest per capita number of … guns that end up committing crimes in New York come from Vermont.""",1.0,False,"""The state that has the highest per capita number of … guns that end up committing crimes in New York come from Vermont.""",3.0,False,"""The state that has the highest per capita number of … guns that end up committing crimes in New York come from Vermont.""",3.0,False,1,False,,,
257,2029,mostly-false,Anthony Weiner,"""We know this now. The banks no longer loan (Donald Trump) money because he's a terrible risk. So he goes to these (Russian) oligarchs and borrows money.""",7/27/2016,other,C. Eugene Emery Jr.,8/8/2016,https://www.politifact.com/factchecks/2016/aug/08/anthony-weiner/anthony-weiner-lacks-collateral-claim-about-donald/,3,'no verdict',,,,,"""We know this now. The banks no longer loan (Donald Trump) money because he's a terrible risk. So he goes to these (Russian) oligarchs and borrows money.""",1.0,No verdict,"""We know this now. The banks no longer loan (Donald Trump) money because he's a terrible risk. So he goes to these (Russian) oligarchs and borrows money.""",2.0,True,"""We know this now. The banks no longer loan (Donald Trump) money because he's a terrible risk. So he goes to these (Russian) oligarchs and borrows money.""",2.0,True,1,False,,,
258,17847,mostly-false,Ben Carson,"Says Hillary Clinton told her daughter and a government official that Benghazi ""was a terrorist attack, and then tells everybody else that it was a video.""",11/10/2015,speech,Amy Sherman,11/11/2015,https://www.politifact.com/factchecks/2015/nov/11/ben-carson/ben-carson-says-hillary-clinton-gave-conflicting-a/,3,True,,,,,"Says Hillary Clinton told her daughter and a government official that Benghazi ""was a terrorist attack, and then tells everybody else that it was a video.""",1.0,True,"Says Hillary Clinton told her daughter and a government official that Benghazi ""was a terrorist attack, and then tells everybody else that it was a video.""",2.0,true,"Says Hillary Clinton told her daughter and a government official that Benghazi ""was a terrorist attack, and then tells everybody else that it was a video.""",2.0,true,1,True,,,
259,2483,pants-fire,Roger Williams,Says Barack Obama is a socialist.,6/5/2012,other,W. Gardner Selby,6/8/2012,https://www.politifact.com/factchecks/2012/jun/08/roger-williams/roger-williams-says-obama-socialist/,2,'false',,,,,Says Barack Obama is a socialist.,1.0,False,Says Barack Obama is a socialist.,2.0,False,Says Barack Obama is a socialist.,2.0,False,2,False,,,
260,14296,pants-fire,Carrie Madej,"COVID-19 vaccines contain ""RNA-modifying transhumanism nanotechnology.""",10/13/2021,social_media,Tom Kertscher,10/21/2021,https://www.politifact.com/factchecks/2021/oct/21/carrie-madej/transhumanism-nanotechnology-covid-19-vaccine-cons/,10,False,,,,,"COVID-19 vaccines contain ""RNA-modifying transhumanism nanotechnology.""",1.0,false,"COVID-19 vaccines contain ""RNA-modifying transhumanism nanotechnology.""",10.0,False,"COVID-19 vaccines contain ""RNA-modifying transhumanism nanotechnology.""",10.0,False,1,false,,,
261,11704,mostly-false,Bob McDonnell,"""Under Gov. Rick Perry’s leadership [Texas] has created more jobs over the last decade than the rest of the states combined.""",6/25/2011,news,Jacob Geiger,7/6/2011,https://www.politifact.com/factchecks/2011/jul/06/bob-mcdonnell/mcdonnell-says-texas-under-gov-perry-has-created-h/,1,False,,,,,"""Under Gov. Rick Perry’s leadership [Texas] has created more jobs over the last decade than the rest of the states combined.""",1.0,false,"""Under Gov. Rick Perry’s leadership [Texas] has created more jobs over the last decade than the rest of the states combined.""",2.0,False,"""Under Gov. Rick Perry’s leadership [Texas] has created more jobs over the last decade than the rest of the states combined.""",2.0,False,1,False,,,
262,1998,true,Michele Walsh,"""Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.""",4/4/2013,radio,Tom Feran,4/12/2013,https://www.politifact.com/factchecks/2013/apr/12/michele-walsh/expert-says-infant-mortality-rate-near-university-/,1,'true',,,,,"""Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.""",1.0,No verdict,"""Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.""",1.0,True,"""Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.""",1.0,True,1,'false',,,
263,5825,false,Facebook posts,"Scores of politicians and others are on a ""list"" of sex cases from newly unsealed Ghislaine Maxwell court documents.",7/31/2020,social_media,Tom Kertscher,8/6/2020,https://www.politifact.com/factchecks/2020/aug/06/facebook-posts/no-list-sex-cases-facebook-not-unsealed-ghislaine-/,5,'no verdict',,,,,"Scores of politicians and others are on a ""list"" of sex cases from newly unsealed Ghislaine Maxwell court documents.",1.0,No verdict,"Scores of politicians and others are on a ""list"" of sex cases from newly unsealed Ghislaine Maxwell court documents.",3.0,false,"Scores of politicians and others are on a ""list"" of sex cases from newly unsealed Ghislaine Maxwell court documents.",3.0,false,1,False,,,
264,10465,mostly-true,Allen Alley,Oregon’s budget has grown by 49 percent in just four years.,11/8/2010,blog,Ian K. Kullgren,11/12/2010,https://www.politifact.com/factchecks/2010/nov/12/allen-alley/allen-alley-says-oregons-budget-has-increased-near/,1,'true',,,,,Oregon’s budget has grown by 49 percent in just four years.,1.0,no verdict,Oregon’s budget has grown by 49 percent in just four years.,,'true',Oregon’s budget has grown by 49 percent in just four years.,,'true',1,Unverifiable,,,
265,82,pants-fire,BlueNC,"A proposed constitutional amendment ""will pave the way for making abortion illegal under North Carolina’s constitution.""",8/14/2018,blog,Paul Specht,8/14/2018,https://www.politifact.com/factchecks/2018/aug/14/bluenc/could-nc-constitutional-amendment-make-abortion-il/,3,'true',,,,,"A proposed constitutional amendment ""will pave the way for making abortion illegal under North Carolina’s constitution.""",1.0,No verdict,"A proposed constitutional amendment ""will pave the way for making abortion illegal under North Carolina’s constitution.""",3.0,True,"A proposed constitutional amendment ""will pave the way for making abortion illegal under North Carolina’s constitution.""",3.0,True,1,'true',,,
